ID_RAMO,DESC_RAMO,ID_MODALIDAD,DESC_MODALIDAD,ID_PP,DESC_PP,ID_ODS,DESC_ODS,ID_METAODS,DESC_METAODS,ID_SM1,DESC_SM1,ID_SM2,DESC_SM2,ID_SM3,DESC_SM3,ID_SM4,DESC_SM4,ID_SM5,DESC_SM5,ID_SM6,DESC_SM6,ID_TCONTRIBUCION,DESC_TCONTRIBUCION
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,10,Gesti¢n integral y sustentable del agua,14,"Conservar y utilizar en forma sostenible los oc‚anos, los mares y los recursos marinos para el desarrollo sostenible.",1,"Para 2025, prevenir y reducir de manera significativa la contaminaci¢n marina de todo tipo, en particular la contaminaci¢n producida por actividades realizadas en tierra firme, incluidos los detritos marinos y la contaminaci¢n por nutrientes",2,Contaminaci¢n por actividades realizadas en tierra firme,2,Contaminaci¢n por detrimentos marinos,2,Contaminaci¢n por nutrientes,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,10,Gesti¢n integral y sustentable del agua,6,Garantizar la disponibilidad de agua y su gesti¢n sostenible y el saneamiento para todos,1,"Para 2030, lograr el acceso universal y equitativo al agua potable, a un precio asequible para todos",2,Acceso universal y equitativo,2,Precio asequible,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,10,Gesti¢n integral y sustentable del agua,6,Garantizar la disponibilidad de agua y su gesti¢n sostenible y el saneamiento para todos,2,"Para 2030, lograr el acceso equitativo a servicios de saneamiento e higiene adecuados para todos y poner fin a la defecaci¢n al aire libre, prestando especial atenci¢n a las necesidades de las mujeres y las ni¤as y las personas en situaciones vulnerables",2,Acceso equitativo,2,Fin a la defecaci¢n al aire libre,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,10,Gesti¢n integral y sustentable del agua,6,Garantizar la disponibilidad de agua y su gesti¢n sostenible y el saneamiento para todos,6,"Para 2020, proteger y restablecer los ecosistemas relacionados con el agua, incluidos los bosques, las monta¤as, los humedales, los r¡os, los acu¡feros y los lagos",2,Bosques,2,Monta¤as,2,Humedales,2,R¡os y lagos,2,Acu¡feros,1,No aplica,1,1-Contribuci¢n Directa
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,26,Programas de Calidad del Aire y Verificaci¢n Vehicular,11,"Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles.",6,"Para 2030, reducir el impacto ambiental negativo per c pita de las ciudades, incluso prestando especial atenci¢n a la calidad del aire y la gesti¢n de los desechos municipales y de otro tipo.",2,Calidad del aire,2,Gesti¢n de desechos municipales,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,26,Programas de Calidad del Aire y Verificaci¢n Vehicular,3,Garantizar una vida sana y promover el bienestar para todos en todas las edades,9,"Para 2030, reducir sustancialmente el n£mero de muertes y enfermedades producidas por productos qu¡micos peligrosos y la contaminaci¢n del aire, el agua y el suelo",2,Productos Qu¡micos,2,Contaminaci¢n del aire,2,Contaminaci¢n del agua,2,Contaminaci¢n del suelo,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,30,Normativa Ambiental e Instrumentos para el Desarrollo Sustentable,11,"Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles.",6,"Para 2030, reducir el impacto ambiental negativo per c pita de las ciudades, incluso prestando especial atenci¢n a la calidad del aire y la gesti¢n de los desechos municipales y de otro tipo.",2,Calidad del aire,2,Gesti¢n de desechos municipales,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,30,Normativa Ambiental e Instrumentos para el Desarrollo Sustentable,11,"Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles.",8,"Apoyar los v¡nculos econ¢micos, sociales y ambientales positivos entre las zonas urbanas, periurbanas y rurales mediante el fortalecimiento de la planificaci¢n del desarrollo nacional y regional. ",2,V¡nculos econ¢micos,2,V¡nculos sociales,2,V¡nculos ambientales,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,30,Normativa Ambiental e Instrumentos para el Desarrollo Sustentable,12,Garantizar modalidades de consumo y producci¢n sostenibles.,2,"Para 2030, lograr la gesti¢n sostenible y el uso eficiente de los recursos naturales",1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,30,Normativa Ambiental e Instrumentos para el Desarrollo Sustentable,12,Garantizar modalidades de consumo y producci¢n sostenibles.,5,"Para 2030, disminuir de manera sustancial la generaci¢n de desechos mediante pol¡ticas de prevenci¢n, reducci¢n, reciclaje y reutilizaci¢n. ",2,Pol¡ticas de prevenci¢n,2,Pol¡ticas de reducci¢n,2,Pol¡ticas de reciclaje,2,Pol¡ticas de reutilizaci¢n,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,30,Normativa Ambiental e Instrumentos para el Desarrollo Sustentable,12,Garantizar modalidades de consumo y producci¢n sostenibles.,6,"Alentar a las empresas, en especial las grandes empresas y las empresas transnacionales, a que adopten pr cticas sostenibles e incorporen informaci¢n sobre la sostenibilidad en su ciclo de presentaci¢n de informes",1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,30,Normativa Ambiental e Instrumentos para el Desarrollo Sustentable,12,Garantizar modalidades de consumo y producci¢n sostenibles.,9,Apoyar a los pa¡ses en desarrollo en el fortalecimiento de su capacidad cient¡fica y tecnol¢gica a fin de avanzar hacia modalidades de consumo y producci¢n m s sostenibles.,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,30,Normativa Ambiental e Instrumentos para el Desarrollo Sustentable,13,Adoptar medidas urgentes para combatir el cambio clim tico y sus efectos,2,"Incorporar medidas relativas al cambio clim tico en las pol¡ticas, estrategias y planes nacionales",2,Pol¡ticas,2,Estrategias,2,Planes nacionales,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,30,Normativa Ambiental e Instrumentos para el Desarrollo Sustentable,13,Adoptar medidas urgentes para combatir el cambio clim tico y sus efectos,3,"Mejorar la educaci¢n, la sensibilizaci¢n y la capacidad humana e institucional en relaci¢n con la mitigaci¢n del cambio clim tico, la adaptaci¢n a ‚l, la reducci¢n de sus efectos y la alerta temprana.",2,Educaci¢n,2,Sensibilizaci¢n,2,Capacidad humana,2,Capacidad institucional,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,30,Normativa Ambiental e Instrumentos para el Desarrollo Sustentable,15,"Promover el uso sostenible de los ecosistemas terrestres, luchar contra la desertificaci¢n, detener e invertir la degradaci¢n de las tierras y frenar la p‚rdida de la diversidad biol¢gica.",1,"Para 2020, velar por la conservaci¢n, el restablecimiento y el uso sostenible de los ecosistemas terrestres y los ecosistemas interiores de agua dulce y los servicios que proporcionan, en particular los bosques, los humedales, las monta¤as y las zonas  ridas, en consonancia con las obligaciones contra¡das en virtud de acuerdos internacionales",2,Conservaci¢n,2,Restablecimiento,2,Uso sostenible,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,30,Normativa Ambiental e Instrumentos para el Desarrollo Sustentable,15,"Promover el uso sostenible de los ecosistemas terrestres, luchar contra la desertificaci¢n, detener e invertir la degradaci¢n de las tierras y frenar la p‚rdida de la diversidad biol¢gica.",3,"Para 2030, luchar contra la desertificaci¢n, rehabilitar las tierras y los suelos degradados, incluidas las tierras afectadas por la desertificaci¢n, la sequ¡a y las inundaciones, y procurar lograr un mundo con una degradaci¢n neutra del suelo",2,Luchar contra la desertificaci¢n,2,Rehabilitar las tierras y suelos degradados,2,"Rehabilitar tierras afectadas por desertificaci¢n, sequ¡a e inundaciones",1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,30,Normativa Ambiental e Instrumentos para el Desarrollo Sustentable,15,"Promover el uso sostenible de los ecosistemas terrestres, luchar contra la desertificaci¢n, detener e invertir la degradaci¢n de las tierras y frenar la p‚rdida de la diversidad biol¢gica.",5,"Adoptar medidas urgentes y significativas para reducir la degradaci¢n de los h bitats naturales, detener la p‚rdida de la diversidad biol¢gica y, para 2020, proteger las especies amenazadas y evitar su extinci¢n.",2,Detener la p‚rdida de diversidad biol¢gica,2,Proteger especies en peligro de extinci¢n,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,30,Normativa Ambiental e Instrumentos para el Desarrollo Sustentable,15,"Promover el uso sostenible de los ecosistemas terrestres, luchar contra la desertificaci¢n, detener e invertir la degradaci¢n de las tierras y frenar la p‚rdida de la diversidad biol¢gica.",6,"Promover la participaci¢n justa y equitativa en los beneficios que se deriven de la utilizaci¢n de los recursos gen‚ticos y promover el acceso adecuado a esos recursos, como se ha convenido internacionalmente",1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,30,Normativa Ambiental e Instrumentos para el Desarrollo Sustentable,15,"Promover el uso sostenible de los ecosistemas terrestres, luchar contra la desertificaci¢n, detener e invertir la degradaci¢n de las tierras y frenar la p‚rdida de la diversidad biol¢gica.",7,Adoptar medidas urgentes para poner fin a la caza furtiva y el tr fico de especies protegidas de flora y fauna y abordar la demanda y la oferta ilegales de productos silvestres,2,Caza furtiva,2,Tr fico de especies protegidas,2,Mercado ilegal de productos silvestres,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,30,Normativa Ambiental e Instrumentos para el Desarrollo Sustentable,15,"Promover el uso sostenible de los ecosistemas terrestres, luchar contra la desertificaci¢n, detener e invertir la degradaci¢n de las tierras y frenar la p‚rdida de la diversidad biol¢gica.",8,"Para 2020, adoptar medidas para prevenir la introducci¢n de especies ex¢ticas invasoras y reducir de forma significativa sus efectos en los ecosistemas terrestres y acu ticos y controlar o erradicar las especies prioritarias",2,Prevenci¢n de la introducci¢n de especies ex¢ticas invasoras y reducir sus efectos en los ecosistemas,2,Controlar o erradicar especies prioritarias,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
16,Medio Ambiente y Recursos Naturales,G,Regulaci¢n y supervisi¢n,30,Normativa Ambiental e Instrumentos para el Desarrollo Sustentable,17,Fortalecer los medios de ejecuci¢n y revitalizar la Alianza Mundial para el Desarrollo Sostenible,7,"Promover el desarrollo de tecnolog¡as ecol¢gicamente racionales y su transferencia, divulgaci¢n y difusi¢n a los pa¡ses en desarrollo en condiciones favorables, incluso en condiciones concesionarias y preferenciales, por mutuo acuerdo",2,Transferencia,2,Divulgaci¢n,2,Difusi¢n,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
11,Educaci¢n P£blica,S,Sujetos a Reglas de Operaci¢n,269,Programa de Cultura F¡sica y Deporte,3,Garantizar una vida sana y promover el bienestar para todos en todas las edades,4,"Para 2030, reducir en un tercio la mortalidad prematura por enfermedades no transmisibles mediante la prevenci¢n y el tratamiento y promover la salud mental y el bienestar ",1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
11,Educaci¢n P£blica,S,Sujetos a Reglas de Operaci¢n,270,Programa Nacional de Ingl‚s,4,"Garantizar una educaci¢n inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos.",10,"Para 2030, aumentar sustancialmente la oferta de maestros calificados, entre otras cosas mediante la cooperaci¢n internacional para la formaci¢n de docentes en los pa¡ses en desarrollo, especialmente los pa¡ses menos adelantados y los peque¤os Estados insulares en desarrollo",1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
11,Educaci¢n P£blica,U,Otros Subsidios,79,Expansi¢n de la Educaci¢n Media Superior y Superior,4,"Garantizar una educaci¢n inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos.",3,"Para 2030, asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a una formaci¢n t‚cnica, profesional y superior de calidad, incluida la ense¤anza universitaria",2,Acceso a formaci¢n t‚cnica,2,Acceso a formaci¢n profesional (capacitaci¢n para el trabajo),2,Acceso a formaci¢n superior incluida ense¤anza universitaria,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
12,Salud,P,"Planeaci¢n, seguimiento y evaluaci¢n de pol¡ticas p£blicas",16,Prevenci¢n y atenci¢n de VIH/SIDA y otras ITS,3,Garantizar una vida sana y promover el bienestar para todos en todas las edades,3,"Para 2030, poner fin a las epidemias del SIDA, la tuberculosis, la malaria y las enfermedades tropicales desatendidas y combatir la hepatitis, las enfermedades transmitidas por el agua y otras enfermedades transmisibles.",2,SIDA,1,No aplica,1,No aplica,2,Hepatitis,2,Enfermedades transmitidas por el agua,2,Otras enfermedades transmisibles,1,1-Contribuci¢n Directa
12,Salud,S,Sujetos a Reglas de Operaci¢n,201,Seguro M‚dico Siglo XXI,3,Garantizar una vida sana y promover el bienestar para todos en todas las edades,2,"Para 2030, poner fin a las muertes evitables de reci‚n nacidos y de ni¤os menores de 5 a¤os, logrando que todos los pa¡ses intenten reducir la mortalidad neonatal al menos hasta 12 por cada 1.000 nacidos vivos, y la mortalidad de ni¤os menores de 5 a¤os al menos hasta 25 por cada 1.000 nacidos vivos",1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
13,Marina,A,Funciones de las Fuerzas Armadas,1,Emplear el Poder Naval de la Federaci¢n para salvaguardar la soberan¡a y seguridad nacionales,11,"Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles.",5,"Para 2030, reducir de forma significativa el n£mero de muertes y de personas afectadas por los desastres, incluidos los relacionados con el agua, y reducir sustancialmente las p‚rdidas econ¢micas directas vinculadas al producto interno bruto mundial causadas por los desastres, haciendo especial hincapi‚ en la protecci¢n de los pobres y las personas en situaciones vulnerables.",2,Reducci¢n de muertes y personas afectadas,2,Reducci¢n de p‚rdidas econ¢micas,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
14,Trabajo y Previsi¢n Social,E,Prestaci¢n de Servicios P£blicos,2,Procuraci¢n de justicia laboral,8,"Promover el crecimiento econ¢mico sostenido, inclusivo y sostenible, el empleo pleno y productivo y el trabajo decente para todos.",8,"Proteger los derechos laborales y promover un entorno de trabajo seguro y protegido para todos los trabajadores, incluidos los trabajadores migrantes, en particular las mujeres migrantes y las personas con empleos precarios",1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
14,Trabajo y Previsi¢n Social,E,Prestaci¢n de Servicios P£blicos,3,Ejecuci¢nÿde los programas y acciones de la Pol¡tica Laboral,8,"Promover el crecimiento econ¢mico sostenido, inclusivo y sostenible, el empleo pleno y productivo y el trabajo decente para todos.",5,"Para 2030, lograr el empleo pleno y productivo y garantizar un trabajo decente para todos los hombres y mujeres, incluidos los j¢venes y las personas con discapacidad, y la igualdad de remuneraci¢n por trabajo de igual valor",1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
14,Trabajo y Previsi¢n Social,E,Prestaci¢n de Servicios P£blicos,4,Capacitaci¢n para Incrementar la Productividad,8,"Promover el crecimiento econ¢mico sostenido, inclusivo y sostenible, el empleo pleno y productivo y el trabajo decente para todos.",5,"Para 2030, lograr el empleo pleno y productivo y garantizar un trabajo decente para todos los hombres y mujeres, incluidos los j¢venes y las personas con discapacidad, y la igualdad de remuneraci¢n por trabajo de igual valor",1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
14,Trabajo y Previsi¢n Social,O,Apoyo a la funci¢n p£blica y al mejoramiento de la gesti¢n,1,Actividades de apoyo a la funci¢n p£blica y buen gobierno,16,"Promover sociedades pac¡ficas e inclusivas para el desarrollo sostenible, facilitar el acceso a la justicia para todos y crear instituciones eficaces, responsables e inclusivas a todos los niveles",6,"Crear instituciones eficaces, responsables y transparentes a todos los niveles",2,Instituciones eficaces,2,Instituciones responsables,2,Instituciones transparentes,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
